named_requirement_id,taxonomy_id,family,category,canonical_name,matched_term,requirement_id,notice_id,opportunity_title,source_file,confidence
NREQ-000130,TAX-000047,proposal_component,proposal_structure,Technical Proposal,technical proposal,REQ-000041,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000131,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000041,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000132,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000042,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000133,TAX-000042,evaluation_factor,source_selection,Risk,risk,REQ-000042,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000134,TAX-000046,proposal_component,proposal_structure,Administrative Proposal,administrative proposal,REQ-000042,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000135,TAX-000047,proposal_component,proposal_structure,Technical Proposal,technical proposal,REQ-000042,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000136,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000042,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000137,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000043,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000138,TAX-000042,evaluation_factor,source_selection,Risk,risk,REQ-000043,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000139,TAX-000046,proposal_component,proposal_structure,Administrative Proposal,administrative proposal,REQ-000043,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000140,TAX-000047,proposal_component,proposal_structure,Technical Proposal,technical proposal,REQ-000043,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000141,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000043,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000142,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000044,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000143,TAX-000042,evaluation_factor,source_selection,Risk,risk,REQ-000044,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000144,TAX-000046,proposal_component,proposal_structure,Administrative Proposal,administrative proposal,REQ-000044,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000145,TAX-000047,proposal_component,proposal_structure,Technical Proposal,technical proposal,REQ-000044,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000146,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000044,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000147,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000045,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.85
NREQ-000148,TAX-000042,evaluation_factor,source_selection,Risk,risk,REQ-000045,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.85
NREQ-000149,TAX-000044,evaluation_factor,source_selection,Best Value,best value,REQ-000045,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.85
NREQ-000150,TAX-000046,proposal_component,proposal_structure,Administrative Proposal,administrative proposal,REQ-000045,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.85
NREQ-000151,TAX-000047,proposal_component,proposal_structure,Technical Proposal,technical proposal,REQ-000045,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.85
NREQ-000152,TAX-000085,procurement_method,acquisition_strategy,Best Value,best value,REQ-000045,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.85
NREQ-000153,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000045,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.85
NREQ-000154,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000046,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000155,TAX-000042,evaluation_factor,source_selection,Risk,risk,REQ-000046,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000156,TAX-000046,proposal_component,proposal_structure,Administrative Proposal,administrative proposal,REQ-000046,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000157,TAX-000047,proposal_component,proposal_structure,Technical Proposal,technical proposal,REQ-000046,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000158,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000046,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000159,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000047,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000160,TAX-000042,evaluation_factor,source_selection,Risk,risk,REQ-000047,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000161,TAX-000046,proposal_component,proposal_structure,Administrative Proposal,administrative proposal,REQ-000047,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000162,TAX-000047,proposal_component,proposal_structure,Technical Proposal,technical proposal,REQ-000047,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000163,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000047,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.7
NREQ-000164,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000048,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.8
NREQ-000165,TAX-000042,evaluation_factor,source_selection,Risk,risk,REQ-000048,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.8
NREQ-000166,TAX-000046,proposal_component,proposal_structure,Administrative Proposal,administrative proposal,REQ-000048,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.8
NREQ-000167,TAX-000047,proposal_component,proposal_structure,Technical Proposal,technical proposal,REQ-000048,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.8
NREQ-000168,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000048,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.8
NREQ-000169,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000049,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.8
NREQ-000170,TAX-000042,evaluation_factor,source_selection,Risk,risk,REQ-000049,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.8
NREQ-000171,TAX-000046,proposal_component,proposal_structure,Administrative Proposal,administrative proposal,REQ-000049,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.8
NREQ-000172,TAX-000047,proposal_component,proposal_structure,Technical Proposal,technical proposal,REQ-000049,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.8
NREQ-000173,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000049,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.8
NREQ-000174,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000050,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000175,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000050,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000176,TAX-000042,evaluation_factor,source_selection,Risk,risk,REQ-000050,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000177,TAX-000046,proposal_component,proposal_structure,Administrative Proposal,administrative proposal,REQ-000050,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000178,TAX-000047,proposal_component,proposal_structure,Technical Proposal,technical proposal,REQ-000050,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000179,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000050,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000180,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000051,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000181,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000051,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000182,TAX-000042,evaluation_factor,source_selection,Risk,risk,REQ-000051,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000183,TAX-000046,proposal_component,proposal_structure,Administrative Proposal,administrative proposal,REQ-000051,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000184,TAX-000047,proposal_component,proposal_structure,Technical Proposal,technical proposal,REQ-000051,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000185,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000051,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000186,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000052,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000187,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000052,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000188,TAX-000042,evaluation_factor,source_selection,Risk,risk,REQ-000052,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000189,TAX-000046,proposal_component,proposal_structure,Administrative Proposal,administrative proposal,REQ-000052,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000190,TAX-000047,proposal_component,proposal_structure,Technical Proposal,technical proposal,REQ-000052,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000191,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000052,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.75
NREQ-000192,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000053,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.65
NREQ-000193,TAX-000042,evaluation_factor,source_selection,Risk,risk,REQ-000053,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.65
NREQ-000194,TAX-000046,proposal_component,proposal_structure,Administrative Proposal,administrative proposal,REQ-000053,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.65
NREQ-000195,TAX-000047,proposal_component,proposal_structure,Technical Proposal,technical proposal,REQ-000053,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.65
NREQ-000196,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000053,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.65
NREQ-000197,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000054,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.65
NREQ-000198,TAX-000042,evaluation_factor,source_selection,Risk,risk,REQ-000054,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.65
NREQ-000199,TAX-000046,proposal_component,proposal_structure,Administrative Proposal,administrative proposal,REQ-000054,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.65
NREQ-000200,TAX-000047,proposal_component,proposal_structure,Technical Proposal,technical proposal,REQ-000054,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.65
NREQ-000201,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000054,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.65
NREQ-000202,TAX-000006,certification,federal_cloud,FedRAMP,fedramp,REQ-000055,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.65
NREQ-000203,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000055,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.65
NREQ-000204,TAX-000042,evaluation_factor,source_selection,Risk,risk,REQ-000055,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_3.bin,0.65
